,source,target,association
682,27,56,['Order of the Phoenix']
683,27,64,['Order of the Phoenix']
684,27,65,['Order of the Phoenix']
685,27,66,['Order of the Phoenix']
686,27,73,['Order of the Phoenix']
687,27,83,['Order of the Phoenix']
688,27,84,['Order of the Phoenix']
689,27,85,['Order of the Phoenix']
690,27,93,['Order of the Phoenix']
691,27,98,['Order of the Phoenix']
692,27,103,['Order of the Phoenix']
693,27,104,['Order of the Phoenix']
694,27,105,['Order of the Phoenix']
695,27,106,['Order of the Phoenix']
696,27,108,['Order of the Phoenix']
697,27,109,['Order of the Phoenix']
698,27,125,['Order of the Phoenix']
699,27,133,['Order of the Phoenix']
700,27,134,['Order of the Phoenix']
701,27,142,['Order of the Phoenix']
702,27,143,['Order of the Phoenix']
703,27,145,['Order of the Phoenix']
704,27,146,['Order of the Phoenix']
705,27,155,['Order of the Phoenix']
706,27,165,['Order of the Phoenix']
707,27,168,['Order of the Phoenix']
708,27,172,['Order of the Phoenix']
709,27,173,['Order of the Phoenix']
710,27,175,['Order of the Phoenix']
711,33,23,['Hufflepuff']
712,33,36,['Hufflepuff']
713,33,67,['Hufflepuff']
714,33,68,['Hufflepuff']
715,33,91,['Hufflepuff']
716,33,97,['Hufflepuff']
717,33,112,['Hufflepuff']
718,33,116,['Hufflepuff']
719,33,138,['Hufflepuff']
720,33,163,['Hufflepuff']
721,33,165,['Hufflepuff']
722,34,5,['Order of the Phoenix']
723,34,9,['Order of the Phoenix']
724,34,16,['Harry Potter']
725,34,21,"['Order of the Phoenix', 'Harry Potter']"
726,34,24,"['Order of the Phoenix', 'Harry Potter']"
727,34,25,['Order of the Phoenix']
728,34,27,['Order of the Phoenix']
729,34,39,['Albus Dumbledore']
730,34,40,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
731,34,55,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
732,34,56,['Order of the Phoenix']
733,34,64,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
734,34,65,"['Order of the Phoenix', 'Harry Potter']"
735,34,66,['Order of the Phoenix']
736,34,73,['Order of the Phoenix']
737,34,77,['Harry Potter']
738,34,83,['Order of the Phoenix']
739,34,84,"['Order of the Phoenix', 'Albus Dumbledore']"
740,34,85,['Order of the Phoenix']
741,34,91,['Albus Dumbledore']
742,34,93,['Order of the Phoenix']
743,34,98,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
744,34,103,['Order of the Phoenix']
745,34,104,['Order of the Phoenix']
746,34,105,['Order of the Phoenix']
747,34,106,['Order of the Phoenix']
748,34,108,['Order of the Phoenix']
749,34,109,['Order of the Phoenix']
750,34,125,"['Order of the Phoenix', 'Harry Potter']"
751,34,133,"['Order of the Phoenix', 'Albus Dumbledore']"
752,34,134,['Order of the Phoenix']
753,34,142,['Order of the Phoenix']
754,34,143,['Order of the Phoenix']
755,34,145,['Order of the Phoenix']
756,34,146,"['Order of the Phoenix', 'Albus Dumbledore']"
757,34,154,['Albus Dumbledore']
758,34,155,['Order of the Phoenix']
759,34,165,['Order of the Phoenix']
760,34,168,['Order of the Phoenix']
761,34,171,['Harry Potter']
762,34,172,['Order of the Phoenix']
763,34,173,['Order of the Phoenix']
764,34,175,"['Order of the Phoenix', 'Harry Potter']"
765,36,7,"[""Dumbledore's Army""]"
766,36,9,"[""Dumbledore's Army""]"
767,36,13,"[""Dumbledore's Army""]"
768,36,16,"[""Dumbledore's Army""]"
769,36,23,['Hufflepuff']
770,36,24,"[""Dumbledore's Army""]"
771,36,33,['Hufflepuff']
772,36,37,"[""Dumbledore's Army""]"
773,36,46,"[""Dumbledore's Army""]"
774,36,56,"[""Dumbledore's Army""]"
775,36,64,"[""Dumbledore's Army""]"
776,36,67,['Hufflepuff']
777,36,68,"[""Dumbledore's Army"", 'Hufflepuff']"
778,36,71,"[""Dumbledore's Army""]"
779,36,84,"[""Dumbledore's Army""]"
780,36,91,['Hufflepuff']
781,36,97,['Hufflepuff']
782,36,100,"[""Dumbledore's Army""]"
783,36,105,"[""Dumbledore's Army""]"
784,36,106,"[""Dumbledore's Army""]"
785,36,108,"[""Dumbledore's Army""]"
786,36,112,"[""Dumbledore's Army"", 'Hufflepuff']"
787,36,114,"[""Dumbledore's Army""]"
788,36,116,"[""Dumbledore's Army"", 'Hufflepuff']"
789,36,118,"[""Dumbledore's Army""]"
790,36,123,"[""Dumbledore's Army""]"
791,36,134,"[""Dumbledore's Army""]"
792,36,138,['Hufflepuff']
793,36,139,"[""Dumbledore's Army""]"
794,36,143,"[""Dumbledore's Army""]"
795,36,146,"[""Dumbledore's Army""]"
796,36,151,"[""Dumbledore's Army""]"
797,36,152,"[""Dumbledore's Army""]"
798,36,162,"[""Dumbledore's Army""]"
799,36,163,['Hufflepuff']
800,36,165,['Hufflepuff']
801,36,169,"[""Dumbledore's Army""]"
802,36,172,"[""Dumbledore's Army""]"
803,36,175,"[""Dumbledore's Army""]"
804,37,5,['Gryffindor']
805,37,7,"[""Dumbledore's Army""]"
806,37,9,"[""Dumbledore's Army""]"
807,37,10,['Gryffindor']
808,37,13,"[""Dumbledore's Army""]"
809,37,16,"['Gryffindor', ""Dumbledore's Army""]"
810,37,24,"[""Dumbledore's Army""]"
811,37,36,"[""Dumbledore's Army""]"
812,37,46,"[""Dumbledore's Army""]"
813,37,54,['Gryffindor']
814,37,55,['Gryffindor']
815,37,56,"['Gryffindor', ""Dumbledore's Army""]"
816,37,63,['Gryffindor']
817,37,64,"['Gryffindor', ""Dumbledore's Army""]"
818,37,66,['Gryffindor']
819,37,68,"[""Dumbledore's Army""]"
820,37,71,"['Gryffindor', ""Dumbledore's Army""]"
821,37,72,['Gryffindor']
822,37,79,['Gryffindor']
823,37,84,"['Gryffindor', ""Dumbledore's Army""]"
824,37,85,['Gryffindor']
825,37,100,"['Gryffindor', ""Dumbledore's Army""]"
826,37,103,['Gryffindor']
827,37,104,['Gryffindor']
828,37,105,"['Gryffindor', ""Dumbledore's Army""]"
829,37,106,"['Gryffindor', ""Dumbledore's Army""]"
830,37,107,['Gryffindor']
831,37,108,"['Gryffindor', ""Dumbledore's Army""]"
832,37,109,['Gryffindor']
833,37,110,['Gryffindor']
834,37,112,"[""Dumbledore's Army""]"
835,37,114,"['Gryffindor', ""Dumbledore's Army""]"
836,37,116,"[""Dumbledore's Army""]"
837,37,118,"['Gryffindor', ""Dumbledore's Army""]"
838,37,123,"[""Dumbledore's Army""]"
839,37,132,['Gryffindor']
840,37,134,"['Gryffindor', ""Dumbledore's Army""]"
841,37,139,"['Gryffindor', ""Dumbledore's Army""]"
842,37,143,"[""Dumbledore's Army""]"
843,37,146,"['Gryffindor', ""Dumbledore's Army""]"
844,37,151,"[""Dumbledore's Army""]"
845,37,152,"['Gryffindor', ""Dumbledore's Army""]"
846,37,155,['Gryffindor']
847,37,162,"['Gryffindor', ""Dumbledore's Army""]"
848,37,169,"['Gryffindor', ""Dumbledore's Army""]"
849,37,172,"['Gryffindor', ""Dumbledore's Army""]"
850,37,173,['Gryffindor']
851,37,175,"['Gryffindor', ""Dumbledore's Army""]"
852,39,34,['Albus Dumbledore']
853,39,40,['Albus Dumbledore']
854,39,55,['Albus Dumbledore']
855,39,64,['Albus Dumbledore']
856,39,84,['Albus Dumbledore']
857,39,91,['Albus Dumbledore']
858,39,98,['Albus Dumbledore']
859,39,133,['Albus Dumbledore']
860,39,146,['Albus Dumbledore']
861,39,154,['Albus Dumbledore']
862,40,5,['Order of the Phoenix']
863,40,9,['Order of the Phoenix']
864,40,16,['Harry Potter']
865,40,21,"['Order of the Phoenix', 'Harry Potter']"
866,40,24,"['Order of the Phoenix', 'Harry Potter']"
867,40,25,['Order of the Phoenix']
868,40,27,['Order of the Phoenix']
869,40,34,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
870,40,39,['Albus Dumbledore']
871,40,55,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
872,40,56,['Order of the Phoenix']
873,40,64,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
874,40,65,"['Order of the Phoenix', 'Harry Potter']"
875,40,66,['Order of the Phoenix']
876,40,73,['Order of the Phoenix']
877,40,77,['Harry Potter']
878,40,83,['Order of the Phoenix']
879,40,84,"['Order of the Phoenix', 'Albus Dumbledore']"
880,40,85,['Order of the Phoenix']
881,40,91,['Albus Dumbledore']
882,40,93,['Order of the Phoenix']
883,40,98,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
884,40,103,['Order of the Phoenix']
885,40,104,['Order of the Phoenix']
886,40,105,['Order of the Phoenix']
887,40,106,['Order of the Phoenix']
888,40,108,['Order of the Phoenix']
889,40,109,['Order of the Phoenix']
890,40,125,"['Order of the Phoenix', 'Harry Potter']"
891,40,133,"['Order of the Phoenix', 'Albus Dumbledore']"
892,40,134,['Order of the Phoenix']
893,40,142,['Order of the Phoenix']
894,40,143,['Order of the Phoenix']
895,40,145,['Order of the Phoenix']
896,40,146,"['Order of the Phoenix', 'Albus Dumbledore']"
897,40,154,['Albus Dumbledore']
898,40,155,['Order of the Phoenix']
899,40,165,['Order of the Phoenix']
900,40,168,['Order of the Phoenix']
901,40,171,['Harry Potter']
902,40,172,['Order of the Phoenix']
903,40,173,['Order of the Phoenix']
904,40,175,"['Order of the Phoenix', 'Harry Potter']"
905,41,7,['Ravenclaw']
906,41,13,['Ravenclaw']
907,41,46,['Ravenclaw']
908,41,62,['Ravenclaw']
909,41,65,['Ravenclaw']
910,41,77,['Ravenclaw']
911,41,86,['Ravenclaw']
912,41,123,['Ravenclaw']
913,41,124,['Ravenclaw']
914,41,131,['Ravenclaw']
915,41,143,['Ravenclaw']
916,41,151,['Ravenclaw']
917,41,156,['Ravenclaw']
918,41,157,['Ravenclaw']
919,41,166,['Ravenclaw']
920,41,171,['Ravenclaw']
921,43,1,['British Ministry of Magic']
922,43,12,['British Ministry of Magic']
923,43,20,['British Ministry of Magic']
924,43,22,['British Ministry of Magic']
925,43,25,['British Ministry of Magic']
926,43,64,['British Ministry of Magic']
927,43,73,['British Ministry of Magic']
928,43,75,['British Ministry of Magic']
929,43,84,['British Ministry of Magic']
930,43,91,['British Ministry of Magic']
931,43,92,['British Ministry of Magic']
932,43,93,['British Ministry of Magic']
933,43,99,['British Ministry of Magic']
934,43,103,['British Ministry of Magic']
935,43,107,['British Ministry of Magic']
936,43,108,['British Ministry of Magic']
937,43,131,['British Ministry of Magic']
938,43,134,['British Ministry of Magic']
939,43,165,['British Ministry of Magic']
940,43,175,['British Ministry of Magic']
941,46,7,"['Ravenclaw', ""Dumbledore's Army""]"
942,46,9,"[""Dumbledore's Army""]"
943,46,13,"['Ravenclaw', ""Dumbledore's Army""]"
944,46,16,"[""Dumbledore's Army""]"
945,46,24,"[""Dumbledore's Army""]"
946,46,36,"[""Dumbledore's Army""]"
947,46,37,"[""Dumbledore's Army""]"
948,46,41,['Ravenclaw']
949,46,56,"[""Dumbledore's Army""]"
950,46,62,['Ravenclaw']
951,46,64,"[""Dumbledore's Army""]"
952,46,65,['Ravenclaw']
953,46,68,"[""Dumbledore's Army""]"
954,46,71,"[""Dumbledore's Army""]"
955,46,77,['Ravenclaw']
956,46,84,"[""Dumbledore's Army""]"
957,46,86,['Ravenclaw']
958,46,100,"[""Dumbledore's Army""]"
959,46,105,"[""Dumbledore's Army""]"
960,46,106,"[""Dumbledore's Army""]"
961,46,108,"[""Dumbledore's Army""]"
962,46,112,"[""Dumbledore's Army""]"
963,46,114,"[""Dumbledore's Army""]"
964,46,116,"[""Dumbledore's Army""]"
965,46,118,"[""Dumbledore's Army""]"
966,46,123,"['Ravenclaw', ""Dumbledore's Army""]"
967,46,124,['Ravenclaw']
968,46,131,['Ravenclaw']
969,46,134,"[""Dumbledore's Army""]"
970,46,139,"[""Dumbledore's Army""]"
971,46,143,"['Ravenclaw', ""Dumbledore's Army""]"
972,46,146,"[""Dumbledore's Army""]"
973,46,151,"['Ravenclaw', ""Dumbledore's Army""]"
974,46,152,"[""Dumbledore's Army""]"
975,46,156,['Ravenclaw']
976,46,157,['Ravenclaw']
977,46,162,"[""Dumbledore's Army""]"
978,46,166,['Ravenclaw']
979,46,169,"[""Dumbledore's Army""]"
980,46,171,['Ravenclaw']
981,46,172,"[""Dumbledore's Army""]"
982,46,175,"[""Dumbledore's Army""]"
983,47,4,['Slytherin']
984,47,6,['Slytherin']
985,47,11,"['Death Eaters', 'Lord Voldemort']"
986,47,14,"['Slytherin', 'Death Eaters', 'Lord Voldemort']"
987,47,15,"['Slytherin', 'Lord Voldemort']"
988,47,19,"['Death Eaters', 'Lord Voldemort']"
989,47,26,"['Death Eaters', 'Lord Voldemort']"
990,47,48,"['Slytherin', 'Lord Voldemort']"
991,47,51,['Lord Voldemort']
992,47,58,['Slytherin']
993,47,60,"['Death Eaters', 'Lord Voldemort']"
994,47,61,['Slytherin']
995,47,74,['Slytherin']
996,47,79,"['Death Eaters', 'Lord Voldemort']"
997,47,86,['Lord Voldemort']
998,47,88,"['Slytherin', 'Death Eaters']"
999,47,90,"['Death Eaters', 'Lord Voldemort']"
1000,47,95,['Slytherin']
1001,47,96,['Slytherin']
1002,47,98,['Slytherin']
1003,47,111,['Slytherin']
1004,47,119,['Slytherin']
1005,47,121,"['Death Eaters', 'Lord Voldemort']"
1006,47,140,['Slytherin']
1007,47,144,['Slytherin']
1008,47,147,['Lord Voldemort']
1009,47,150,['Slytherin']
1010,47,164,['Slytherin']
1011,47,167,['Slytherin']
1012,48,4,['Slytherin']
1013,48,6,['Slytherin']
1014,48,11,['Lord Voldemort']
1015,48,14,"['Slytherin', 'Lord Voldemort']"
1016,48,15,"['Slytherin', 'Lord Voldemort']"
1017,48,19,['Lord Voldemort']
1018,48,26,['Lord Voldemort']
1019,48,47,"['Slytherin', 'Lord Voldemort']"
1020,48,51,['Lord Voldemort']
1021,48,58,['Slytherin']
1022,48,60,['Lord Voldemort']
1023,48,61,['Slytherin']
1024,48,74,['Slytherin']
1025,48,79,['Lord Voldemort']
1026,48,86,['Lord Voldemort']
1027,48,88,['Slytherin']
1028,48,90,['Lord Voldemort']
1029,48,95,['Slytherin']
1030,48,96,['Slytherin']
1031,48,98,['Slytherin']
1032,48,111,['Slytherin']
1033,48,119,['Slytherin']
1034,48,121,['Lord Voldemort']
1035,48,140,['Slytherin']
1036,48,144,['Slytherin']
1037,48,147,['Lord Voldemort']
1038,48,150,['Slytherin']
1039,48,164,['Slytherin']
1040,48,167,['Slytherin']
1041,51,11,['Lord Voldemort']
1042,51,14,['Lord Voldemort']
1043,51,15,['Lord Voldemort']
1044,51,19,['Lord Voldemort']
1045,51,26,['Lord Voldemort']
1046,51,47,['Lord Voldemort']
1047,51,48,['Lord Voldemort']
1048,51,60,['Lord Voldemort']
1049,51,79,['Lord Voldemort']
1050,51,86,['Lord Voldemort']
1051,51,90,['Lord Voldemort']
1052,51,121,['Lord Voldemort']
1053,51,147,['Lord Voldemort']
1054,54,5,['Gryffindor']
1055,54,10,['Gryffindor']
1056,54,16,['Gryffindor']
1057,54,37,['Gryffindor']
1058,54,55,['Gryffindor']
1059,54,56,['Gryffindor']
1060,54,63,['Gryffindor']
1061,54,64,['Gryffindor']
1062,54,66,['Gryffindor']
1063,54,71,['Gryffindor']
1064,54,72,['Gryffindor']
1065,54,79,['Gryffindor']
1066,54,84,['Gryffindor']
1067,54,85,['Gryffindor']
1068,54,100,['Gryffindor']
1069,54,103,['Gryffindor']
1070,54,104,['Gryffindor']
1071,54,105,['Gryffindor']
1072,54,106,['Gryffindor']
1073,54,107,['Gryffindor']
1074,54,108,['Gryffindor']
1075,54,109,['Gryffindor']
1076,54,110,['Gryffindor']
1077,54,114,['Gryffindor']
1078,54,118,['Gryffindor']
1079,54,132,['Gryffindor']
1080,54,134,['Gryffindor']
1081,54,139,['Gryffindor']
1082,54,146,['Gryffindor']
1083,54,152,['Gryffindor']
1084,54,155,['Gryffindor']
1085,54,162,['Gryffindor']
1086,54,169,['Gryffindor']
1087,54,172,['Gryffindor']
1088,54,173,['Gryffindor']
1089,54,175,['Gryffindor']
1090,55,5,"['Gryffindor', 'Order of the Phoenix']"
1091,55,9,['Order of the Phoenix']
1092,55,10,['Gryffindor']
1093,55,16,"['Gryffindor', 'Harry Potter']"
1094,55,21,"['Order of the Phoenix', 'Harry Potter']"
1095,55,24,"['Order of the Phoenix', 'Harry Potter']"
1096,55,25,['Order of the Phoenix']
1097,55,27,['Order of the Phoenix']
1098,55,34,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1099,55,37,['Gryffindor']
1100,55,39,['Albus Dumbledore']
1101,55,40,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1102,55,54,['Gryffindor']
1103,55,56,"['Gryffindor', 'Order of the Phoenix']"
1104,55,63,['Gryffindor']
1105,55,64,"['Gryffindor', 'Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1106,55,65,"['Order of the Phoenix', 'Harry Potter']"
1107,55,66,"['Gryffindor', 'Order of the Phoenix']"
1108,55,71,['Gryffindor']
1109,55,72,['Gryffindor']
1110,55,73,['Order of the Phoenix']
1111,55,77,['Harry Potter']
1112,55,79,['Gryffindor']
1113,55,83,['Order of the Phoenix']
1114,55,84,"['Gryffindor', 'Order of the Phoenix', 'Albus Dumbledore']"
1115,55,85,"['Gryffindor', 'Order of the Phoenix']"
1116,55,91,['Albus Dumbledore']
1117,55,93,['Order of the Phoenix']
1118,55,98,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1119,55,100,['Gryffindor']
1120,55,103,"['Gryffindor', 'Order of the Phoenix']"
1121,55,104,"['Gryffindor', 'Order of the Phoenix']"
1122,55,105,"['Gryffindor', 'Order of the Phoenix']"
1123,55,106,"['Gryffindor', 'Order of the Phoenix']"
1124,55,107,['Gryffindor']
1125,55,108,"['Gryffindor', 'Order of the Phoenix']"
1126,55,109,"['Gryffindor', 'Order of the Phoenix']"
1127,55,110,['Gryffindor']
1128,55,114,['Gryffindor']
1129,55,118,['Gryffindor']
1130,55,125,"['Order of the Phoenix', 'Harry Potter']"
1131,55,132,['Gryffindor']
1132,55,133,"['Order of the Phoenix', 'Albus Dumbledore']"
1133,55,134,"['Gryffindor', 'Order of the Phoenix']"
1134,55,139,['Gryffindor']
1135,55,142,['Order of the Phoenix']
1136,55,143,['Order of the Phoenix']
1137,55,145,['Order of the Phoenix']
1138,55,146,"['Gryffindor', 'Order of the Phoenix', 'Albus Dumbledore']"
1139,55,152,['Gryffindor']
1140,55,154,['Albus Dumbledore']
1141,55,155,"['Gryffindor', 'Order of the Phoenix']"
1142,55,162,['Gryffindor']
1143,55,165,['Order of the Phoenix']
1144,55,168,['Order of the Phoenix']
1145,55,169,['Gryffindor']
1146,55,171,['Harry Potter']
1147,55,172,"['Gryffindor', 'Order of the Phoenix']"
1148,55,173,"['Gryffindor', 'Order of the Phoenix']"
1149,55,175,"['Gryffindor', 'Order of the Phoenix', 'Harry Potter']"
1150,56,5,"['Gryffindor', 'Order of the Phoenix']"
1151,56,7,"[""Dumbledore's Army""]"
1152,56,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
1153,56,10,['Gryffindor']
1154,56,13,"[""Dumbledore's Army""]"
1155,56,16,"['Gryffindor', ""Dumbledore's Army""]"
1156,56,21,['Order of the Phoenix']
1157,56,24,"['Order of the Phoenix', ""Dumbledore's Army""]"
1158,56,25,['Order of the Phoenix']
1159,56,27,['Order of the Phoenix']
1160,56,34,['Order of the Phoenix']
1161,56,36,"[""Dumbledore's Army""]"
1162,56,37,"['Gryffindor', ""Dumbledore's Army""]"
1163,56,40,['Order of the Phoenix']
1164,56,46,"[""Dumbledore's Army""]"
1165,56,54,['Gryffindor']
1166,56,55,"['Gryffindor', 'Order of the Phoenix']"
1167,56,63,['Gryffindor']
1168,56,64,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1169,56,65,['Order of the Phoenix']
1170,56,66,"['Gryffindor', 'Order of the Phoenix']"
1171,56,68,"[""Dumbledore's Army""]"
1172,56,71,"['Gryffindor', ""Dumbledore's Army""]"
1173,56,72,['Gryffindor']
1174,56,73,['Order of the Phoenix']
1175,56,79,['Gryffindor']
1176,56,83,['Order of the Phoenix']
1177,56,84,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1178,56,85,"['Gryffindor', 'Order of the Phoenix']"
1179,56,93,['Order of the Phoenix']
1180,56,98,['Order of the Phoenix']
1181,56,100,"['Gryffindor', ""Dumbledore's Army""]"
1182,56,103,"['Gryffindor', 'Order of the Phoenix']"
1183,56,104,"['Gryffindor', 'Order of the Phoenix']"
1184,56,105,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1185,56,106,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1186,56,107,['Gryffindor']
1187,56,108,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1188,56,109,"['Gryffindor', 'Order of the Phoenix']"
1189,56,110,['Gryffindor']
1190,56,112,"[""Dumbledore's Army""]"
1191,56,114,"['Gryffindor', ""Dumbledore's Army""]"
1192,56,116,"[""Dumbledore's Army""]"
1193,56,118,"['Gryffindor', ""Dumbledore's Army""]"
1194,56,123,"[""Dumbledore's Army""]"
1195,56,125,['Order of the Phoenix']
1196,56,132,['Gryffindor']
1197,56,133,['Order of the Phoenix']
1198,56,134,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1199,56,139,"['Gryffindor', ""Dumbledore's Army""]"
1200,56,142,['Order of the Phoenix']
1201,56,143,"['Order of the Phoenix', ""Dumbledore's Army""]"
1202,56,145,['Order of the Phoenix']
1203,56,146,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1204,56,151,"[""Dumbledore's Army""]"
1205,56,152,"['Gryffindor', ""Dumbledore's Army""]"
1206,56,155,"['Gryffindor', 'Order of the Phoenix']"
1207,56,162,"['Gryffindor', ""Dumbledore's Army""]"
1208,56,165,['Order of the Phoenix']
1209,56,168,['Order of the Phoenix']
1210,56,169,"['Gryffindor', ""Dumbledore's Army""]"
1211,56,172,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
