,id,movie,chapter,character,dialog,polarity_score
199,199,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,I'm Harry. Harry Potter.,0.0
200,200,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"So-so it's true? I mean, do you really have the...the...",0.4215
201,201,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,The what?,0.0
202,202,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,Scar...?,0.0
203,203,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,Oh,0.0
204,204,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,Wicked.,-0.5267
205,205,Harry Potter and the Philosopher's Stone,Ron and Hermione,Woman,"Anything off the trolley, dears?",0.4404
206,206,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"No, thanks, I'm all set.",0.4404
207,207,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,We'll take the lot!,0.0
208,208,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,Whoa!,0.0
209,209,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,Bertie Bott's Every Flavour Beans?,0.0
210,210,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",0.0
211,211,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,"These aren't real chocolate frogs, are they?",0.0
212,212,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with.",0.1759
213,213,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,I got Dumbledore!,0.0
214,214,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,I got about 6 of him.,0.0
215,215,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,"Hey, he's gone!",0.0
216,216,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?",-0.4515
217,217,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,A little.,0.0
218,218,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,Fred gave me a spell as to turn him yellow. Want to see?,0.0772
219,219,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,Yeah!,0.3595
220,220,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,Ahem. Sun-,0.0
221,221,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,Has anyone seen a toad? A boy named Neville's lost one.,-0.3182
222,222,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,No.,0.0
223,223,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,"Oh, are you doing magic? Let's see then.",0.0
224,224,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"Sunshine, daises, butter mellow, turn this stupid fat rat yellow!",-0.2714
225,225,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,"Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?",0.6846
226,226,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,I'm...Ron Weasley.,0.0
227,227,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,"Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there.",0.6369
228,228,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Rubeus Hagrid,"Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!",0.6379
229,229,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Rubeus Hagrid,"Hello, Harry.",0.0
230,230,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Harry Potter,"Hey, Hagrid.",0.0
231,231,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Ron Weasley,Whoaa!,0.0
232,232,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Rubeus Hagrid,"Right then. This way to the boats! Come on, now, follow me.",0.0
233,233,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Ron Weasley,Wicked.,-0.5267
234,234,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Minerva McGonagall,"Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats, you must be sorted into your houses. They are Gryffindor, Hufflepuff, Ravenclaw, and Slytherin. Now while you’re here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup.",0.8819
235,235,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Neville Longbottom,Trevor!  Sorry.,-0.1511
236,236,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Minerva McGonagall,The sorting ceremony will begin momentarily.,0.0
237,237,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Draco Malfoy,"It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don’t want to go making friends with the wrong sort. I can help you there.",0.897
238,238,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Harry Potter,"I think I can tell who the wrong sort are for myself, thanks.",-0.0516
239,239,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Minerva McGonagall,We're ready for you now. Follow me.,0.3612
240,240,Harry Potter and the Philosopher's Stone,The Sorting Hat,Hermione Granger,"It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History.",0.3612
241,241,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,"Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words.",0.5859
242,242,Harry Potter and the Philosopher's Stone,The Sorting Hat,Albus Dumbledore,"I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you.",0.173
243,243,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger.",0.0
244,244,Harry Potter and the Philosopher's Stone,The Sorting Hat,Hermione Granger,"Oh, no. Okay, relax.",0.5859
245,245,Harry Potter and the Philosopher's Stone,The Sorting Hat,Ron Weasley,"Mental that one, I'm telling you.",0.0
246,246,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Ah, right then...hmm...right. Okay...Gryffindor!!",0.0
247,247,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Draco Malfoy.,0.0
248,248,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,SLYTHERIN!,0.0
249,249,Harry Potter and the Philosopher's Stone,The Sorting Hat,Ron Weasley,There isn't a witch or wizard who went bad who wasn’t in Slytherin.,-0.3378
250,250,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Susan Bones.,0.0
251,251,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,Ahh!,0.0
252,252,Harry Potter and the Philosopher's Stone,The Sorting Hat,Ron Weasley,"Harry, what is it?",0.0
253,253,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,"Nothing... nothing, I'm fine.",0.1124
254,254,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,Let's see...I know...Hufflepuff!,0.0
255,255,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Ronald Weasley.,0.0
256,256,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,Ha! Another Weasley. I know just what to do with you... Gryffindor!!,0.0
257,257,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Harry Potter.,0.0
258,258,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?",0.5965
259,259,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,Not Slytherin. Not Slytherin.,0.0
260,260,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Not Slytherin, eh? Are you sure? You could be great, you know. It’s all here in your head. And Slytherin will help you on the way to greatness! There's no doubt about that. No?",0.901
261,261,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,Not Slytherin...anything but Slytherin.,0.0
262,262,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Well, if you're sure... better be... GRYFFINDOR!!",0.7835
263,263,Harry Potter and the Philosopher's Stone,The Sorting Hat,Fred Weasley,We got Potter! We got Potter!,0.0
264,264,Harry Potter and the Philosopher's Stone,The Sorting Hat,George Weasley,We got Potter! We got Potter!,0.0
265,265,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Minerva McGonagall,"Your attention, please.",0.3182
266,266,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Albus Dumbledore,Let the feast...begin.,0.0
267,267,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,Wow.,0.5859
268,268,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Seamus Finnigan,I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.,-0.8271
269,269,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,"Say, Percy, who's that teacher talking to Professor Quirrell?",0.0
270,270,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Oh, that's Professor Snape, head of Slytherin house.",0.0
271,271,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,What's he teach?,0.0
272,272,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrell’s job for years.,0.0
273,273,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,Ahh!,0.0
274,274,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,Hello! How are you? Welcome to Gryffindor.,0.5093
275,275,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Bloody Baron,Whoo-hoo-hoo!,0.0
276,276,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,"Look, it’s the Bloody Baron!",-0.4926
277,277,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Hello, Sir Nicholas. Have a nice summer?",0.4215
278,278,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,"Dismal. Once again, my request to join the headless hunt has been denied.",-0.6908
279,279,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,I know you! You're Nearly Headless Nick!,0.0
280,280,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,I prefer Sir Nicholas if you don't mind.,0.0
281,281,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Hermione Granger,Nearly headless? How can you be nearly headless?,0.0
282,282,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,Like this.,0.3612
283,283,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,Ahh!,0.0
284,284,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Gryffindors, follow me, please. Keep up. Thank you.",0.5859
285,285,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Boy,"Ravenclaws, follow me. This way.",0.0
286,286,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change.",0.3612
287,287,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Keep up, please, and follow me. Quickly now, come on. Come on.",0.3182
288,288,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Neville Longbottom,"Seamus, that picture's moving!",0.0
289,289,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,"Look at that one, Harry!",0.0
290,290,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,I think she fancies you.,0.0
291,291,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,"Oh, look! Look! Who's that girl?",0.0
292,292,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Man in a painting,Welcome to Hogwarts.,0.4588
293,293,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,Who's that?,0.0
294,294,Harry Potter and the Philosopher's Stone,Nick and Other Residents,The Fat Lady,Password?,0.0
295,295,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Caput Draconis.  Follow me, everyone. Keep up, quickly, come on.",0.0
296,296,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,"Oh, wow.",0.5859
297,297,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Gather 'round here. Welcome to the Gryffindor Common Room. Boy's dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up.",0.4588
298,298,Harry Potter and the Philosopher's Stone,Potions and Parcels,Ron Weasley,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?",0.0
299,299,Harry Potter and the Philosopher's Stone,Potions and Parcels,Ron Weasley,That was bloody brilliant.,0.2263
300,300,Harry Potter and the Philosopher's Stone,Potions and Parcels,Minerva McGonagall,"Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time.",0.3612
301,301,Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,We got lost.,-0.3182
302,302,Harry Potter and the Philosopher's Stone,Potions and Parcels,Minerva McGonagall,Then perhaps a map? I trust you don't need one to find your seats.,0.5106
