,name,birth,death,species,ancestry,gender,hair_color,eye_color,patronus,house,associated_groups,books_featured_in,nb_books_featured_in,wood,length,core,Note,id,label,link,link_image,connection_label,nb_associations,nb_interactions,image_name
108,Ronald Weasley,"1 March, 1980",,Human,Pure-blood,Male,Red,Blue,Jack Russell terrier,Gryffindor,"['Weasley family', 'Prewett family', 'Potter family', ""Dumbledore's Army"", 'Order of the Phoenix', 'British Ministry of Magic', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']","[1, 2, 3, 4, 5, 6, 7]",7,Willow,14.0,Unicorn hair,Purchased with his father's winnings from a Daily Prophet draw. Taken from him by Snatchers and replaced with Peter Pettigrew's wand.,147,Ronald Weasley,Ron_Weasley,http://img2.wikia.nocookie.net/__cb20140425121633/harrypotter/images/b/b4/Ron-Weasley-harry-potter-and-the-deathly-hallows.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Alicia Spinnet', 'Amycus Carrow', 'Angelina Johnson', 'Anthony Goldstein', 'Antonin Dolohov', 'Arabella Figg', 'Aragog', 'Argus Filch', 'Arthur Weasley', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bellatrix Lestrange', 'Bloody Baron', 'Buckbeak', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Cornelius Fudge', 'Crookshanks', 'Dean Thomas', 'Dedalus Diggle', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Elphias Doge', 'Emmeline Vance', 'Ernest Macmillan', 'Fenrir Greyback', 'Firenze', 'Fleur Delacour', 'Fred Weasley', 'Gabrielle Delacour', 'Garrick Ollivander', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Gregory Goyle', 'Griphook', 'Hannah Abbott', 'Harry Potter', 'Hedwig', 'Hermione Granger', 'Horace Slughorn', 'Justin Finch-Fletchley', 'Katie Bell', 'Kingsley Shacklebolt', 'Kreacher', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Marietta Edgecombe', 'Mary Cattermole', 'Michael Corner', 'Millicent Bulstrode', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Mundungus Fletcher', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nymphadora Tonks', 'Padma Patil', 'Parvati Patil', 'Peeves', 'Penelope Clearwater', 'Percy Weasley', 'Peter Pettigrew', 'Quirinus Quirrell', 'Rabastan Lestrange', 'Reginald Cattermole', 'Regulus Black', 'Remus Lupin', 'Rita Skeeter', 'Rodolphus Lestrange', 'Romilda Vane', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Sturgis Podmore', 'Susan Bones', 'Sybill Trelawney', 'Terry Boot', 'Vernon Dursley', 'Viktor Krum', 'Vincent Crabbe', 'Xenophilius Lovegood', 'Zacharias Smith']",9,99,ronald_weasley
109,Bill Weasley,"29 November, 1970",,,Pure-blood,Male,"Red, long",,Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,140,Bill Weasley,Bill_Weasley,http://img4.wikia.nocookie.net/__cb20140425014439/harrypotter/images/7/7e/Bill-Weasley-harry-potter-and-the-deathly-hallows-movies-17182060-1919-2560.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Arthur Weasley', 'Bellatrix Lestrange', 'Cedric Diggory', 'Dean Thomas', 'Dobby', 'Draco Malfoy', 'Fenrir Greyback', 'Fleur Delacour', 'Fred Weasley', 'Garrick Ollivander', 'George Weasley', 'Griphook', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Lily Potter', 'Lord Voldemort', 'Luna Lovegood', 'Minerva McGonagall', 'Molly Weasley', 'Nagini', 'Neville Longbottom', 'Nymphadora Tonks', 'Olympe Maxime', 'Percy Weasley', 'Remus Lupin', 'Rita Skeeter', 'Rufus Scrimgeour', 'Severus Snape', 'Teddy Lupin', 'Viktor Krum']",5,33,bill_weasley
110,Oliver Wood,Between October 1975 - 31 August 1976,,Human,Pure-blood or Half-blood,Male,,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,148,Oliver Wood,Oliver_Wood,http://img4.wikia.nocookie.net/__cb20110801072255/harrypotter/images/2/2f/Oliver_WoodDH2.jpg,"['Alicia Spinnet', 'Angelina Johnson', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Draco Malfoy', 'Fred Weasley', 'George Weasley', 'Harry Potter', 'Katie Bell', 'Lee Jordan', 'Minerva McGonagall', 'Neville Longbottom', 'Percy Weasley', 'Quirinus Quirrell', 'Remus Lupin', 'Rolanda Hooch', 'Severus Snape', 'Sirius Black']",3,20,oliver_wood
111,Blaise Zabini,"1 September, 1979 – 21 April, 1980",,Human,Pure-blood or Half-blood,Male,Black,,None,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slug Club']","[1, 6]",2,,,,,149,Blaise Zabini,Blaise_Zabini,http://img3.wikia.nocookie.net/__cb20140603213050/harrypotter/images/0/04/201479_10150166196712482_64501422481_6681981_6081489_o.jpg,"['Cormac McLaggen', 'Draco Malfoy', 'Harry Potter', 'Horace Slughorn', 'Pansy Parkinson', 'Theodore Nott']",3,6,blaise_zabini
112,Hannah Abbott,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Female,Blonde,,Non-corporeal,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]",7,,,,,0,Hannah Abbott,Hannah_Abbott,http://img3.wikia.nocookie.net/__cb20091229012114/harrypotter/images/a/a7/Hannahabbott.PNG,"['Albus Dumbledore', 'Alecto Carrow', 'Alicia Spinnet', 'Amycus Carrow', 'Angelina Johnson', 'Augusta Longbottom', 'Bartemius Crouch Junior', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Fat Friar', 'Fred Weasley', 'George Weasley', 'Gregory Goyle', 'Harry Potter', 'Hermione Granger', 'Irma Pince', 'Justin Finch-Fletchley', 'Katie Bell', 'Lee Jordan', 'Luna Lovegood', 'Neville Longbottom', 'Parvati Patil', 'Pomona Sprout', 'Poppy Pomfrey', 'Ronald Weasley', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Vincent Crabbe', 'Zacharias Smith']",3,36,hannah_abbott
113,Bathilda Bagshot,Pre 1873,"Pre 24 December, 1997 (aged about 124), Godric's Hollow, West Country, England, Great Britain",Human,,Female,White,,,,"['Potter family', 'Hogwarts School of Witchcraft and Wizardry']","[1, 3, 7]",3,,,,,2,Bathilda Bagshot,Bathilda_Bagshot,http://img1.wikia.nocookie.net/__cb20100904014735/harrypotter/images/7/7c/Bagshot_profile.jpg,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Ariana Dumbledore', 'Cuthbert Binns', 'Gellert Grindelwald', 'Harry Potter', 'Hermione Granger', 'Ignotus Peverell', 'Kendra Dumbledore', 'Lord Voldemort', 'Nagini', 'Percival Dumbledore', 'Rita Skeeter']",2,13,bathilda_bagshot
114,Katie Bell,between 1 September 1978 and 31 August 1979,,Human,Pure-blood or Half-blood,Female,Brown,,Non-corporeal,Gryffindor,"[""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,3,Katie Bell,Katie_Bell,http://img1.wikia.nocookie.net/__cb20110801071824/harrypotter/images/5/52/Katiebellinfobox.jpg,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Anthony Goldstein', 'Argus Filch', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Fleur Delacour', 'Fred Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Helena Ravenclaw', 'Hermione Granger', 'Justin Finch-Fletchley', 'Lavender Brown', 'Lee Jordan', 'Lord Voldemort', 'Luna Lovegood', 'Madam Rosmerta', 'Marietta Edgecombe', 'Michael Corner', 'Minerva McGonagall', 'Neville Longbottom', 'Oliver Wood', 'Padma Patil', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Poppy Pomfrey', 'Rolanda Hooch', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Susan Bones', 'Terry Boot', 'Zacharias Smith']",4,45,katie_bell
115,Amelia Bones,"pre 12 August, 1978",Between the 8th and the 14th of July 1996,Human,Pure-blood or Half-blood,Female,"Grey, short",,,,['Department of Magical Law Enforcement'],"[5, 6]",2,,,,,7,Amelia Bones,Amelia_Bones,http://img2.wikia.nocookie.net/__cb20100528134913/harrypotter/images/5/5f/Ameliabones.jpg,"['Albus Dumbledore', 'Arabella Figg', 'Cornelius Fudge', 'Dolores Umbridge', 'Goyle Sr', 'Gregory Goyle', 'Harry Potter', 'Lord Voldemort', 'Pius Thicknesse', 'Susan Bones']",1,10,amelia_bones
116,Susan Bones,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Female,,,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', ""Dumbledore's Army""]","[1, 5, 6]",3,,,,,8,Susan Bones,Susan_Bones,http://img1.wikia.nocookie.net/__cb20090912113659/harrypotter/images/f/fb/SusanBones_ootp.PNG,"['Albus Dumbledore', 'Alicia Spinnet', 'Amelia Bones', 'Angelina Johnson', 'Anthony Goldstein', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Dean Thomas', 'Dolores Umbridge', 'Ernest Macmillan', 'Fred Weasley', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Goyle Sr', 'Gregory Goyle', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Minerva McGonagall', 'Neville Longbottom', 'Padma Patil', 'Parvati Patil', 'Pomona Sprout', 'Ronald Weasley', 'Seamus Finnigan', 'Sirius Black', 'Terry Boot', 'Vincent Crabbe', 'Zacharias Smith']",3,38,susan_bones
117,Rita Skeeter,between January and November 1951,,Human,Pure-blood or Half-blood,Female,Blonde,,Non-corporeal,,[],"[4, 5, 6, 7]",4,,,,,121,Rita Skeeter,Rita_Skeeter,http://img1.wikia.nocookie.net/__cb20100123214858/harrypotter/images/9/9a/Miranda_Richardson_as_Rita_Skeeter_%28GoF-promo-04%29.jpg,"['Albus Dumbledore', 'Ariana Dumbledore', 'Bartemius Crouch Junior', 'Bathilda Bagshot', 'Bellatrix Lestrange', 'Bill Weasley', 'Cedric Diggory', 'Charlie Weasley', 'Cho Chang', 'Colin Creevey', 'Cornelius Fudge', 'Dolores Umbridge', 'Draco Malfoy', 'Elphias Doge', 'Fleur Delacour', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Igor Karkaroff', 'Lord Voldemort', 'Ludovic Bagman', 'Luna Lovegood', 'Molly Weasley', 'Pansy Parkinson', 'Percy Weasley', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Sybill Trelawney', 'Viktor Krum', 'Wilhelmina Grubbly-Plank', 'Xenophilius Lovegood']",0,33,rita_skeeter
118,Lavender Brown,between 1 September 1979 and 31 August 1980,"2 May, 1998 (aged 17/18)",Human,Pure-blood,Female,,,Non-corporeal,Gryffindor,"[""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,10,Lavender Brown,Lavender_Brown,http://img2.wikia.nocookie.net/__cb20110719012047/harrypotter/images/8/80/Jessie-Cave-M1.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Bartemius Crouch Junior', 'Cedric Diggory', 'Cho Chang', 'Cormac McLaggen', 'Cuthbert Binns', 'Dean Thomas', 'Dolores Umbridge', 'Ernest Macmillan', 'Fenrir Greyback', 'Firenze', 'Fred Weasley', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Katie Bell', 'Lee Jordan', 'Luna Lovegood', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Parvati Patil', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Susan Bones', 'Sybill Trelawney', 'Zacharias Smith']",3,34,lavender_brown
119,Millicent Bulstrode,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Female,Black,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin']","[1, 2, 5]",3,,,,,11,Millicent Bulstrode,Millicent_Bulstrode,http://img1.wikia.nocookie.net/__cb20100628192857/harrypotter/images/b/bc/Millicent_in_class.jpg,"['Albus Dumbledore', 'Cedric Diggory', 'Dolores Umbridge', 'Draco Malfoy', 'Gregory Goyle', 'Harry Potter', 'Hermione Granger', 'Luna Lovegood', 'Neville Longbottom', 'Pansy Parkinson', 'Ronald Weasley', 'Severus Snape', 'Sirius Black', 'Vincent Crabbe']",2,14,millicent_bulstrode
120,Charity Burbage,Before 1976,"Late July, 1997",Human,Pure-blood or Half-blood,Female,,,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],[7],1,,,,,12,Charity Burbage,Charity_Burbage,http://img4.wikia.nocookie.net/__cb20111218233337/harrypotter/images/9/93/CharityBurbage.png,"['Albus Dumbledore', 'Alecto Carrow', 'Antonin Dolohov', 'Draco Malfoy', 'Ernest Macmillan', 'Hermione Granger', 'Lord Voldemort', 'Minerva McGonagall', 'Nagini', 'Narcissa Malfoy', 'Percy Weasley', 'Severus Snape', 'Sybill Trelawney']",1,13,charity_burbage
121,Alecto Carrow,Pre 1981,,Human,Pure-blood or Half-blood,Female,,,None,,"['Death Eaters', 'Lord Voldemort', 'Hogwarts School of Witchcraft and Wizardry']","[6, 7]",2,,,,,14,Alecto Carrow,Alecto_Carrow,http://img3.wikia.nocookie.net/__cb20140531073010/harrypotter/images/2/25/Alecto-DH2.jpg,"['Albus Dumbledore', 'Amycus Carrow', 'Argus Filch', 'Charity Burbage', 'Draco Malfoy', 'Ernest Macmillan', 'Fat Friar', 'Filius Flitwick', 'Hannah Abbott', 'Harry Potter', 'Helena Ravenclaw', 'Hermione Granger', 'Irma Pince', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Luna Lovegood', 'Michael Corner', 'Minerva McGonagall', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Pansy Parkinson', 'Pius Thicknesse', 'Pomona Sprout', 'Poppy Pomfrey', 'Rolanda Hooch', 'Ronald Weasley', 'Severus Snape', 'Sybill Trelawney', 'Terry Boot', 'Vincent Crabbe']",3,30,alecto_carrow
122,Mary Cattermole,,,Human,Muggle-born,Female,Dark Brown,Blue,Non-corporeal,,[],[7],1,Cherry,8.75,Unicorn hair,This wand was confiscated by the Muggle-Born Registration Commission in 1997.,17,Mary Cattermole,Mary_Cattermole,http://img1.wikia.nocookie.net/__cb20140331134459/harrypotter/images/4/4f/6E11hnWXVOQ.jpg,"['Dolores Umbridge', 'Harry Potter', 'Hermione Granger', 'Reginald Cattermole', 'Ronald Weasley']",0,5,mary_cattermole
123,Cho Chang,between 1 September 1978 and 31 August 1979,,Human,Pure-blood or Half-blood,Female,Black,Dark,Swan,Ravenclaw,"[""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[3, 4, 5, 6, 7]",5,,,,,18,Cho Chang,Cho_Chang,http://img2.wikia.nocookie.net/__cb20140425003330/harrypotter/images/8/88/Cho-chang1.jpg,"['Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Anthony Goldstein', 'Argus Filch', 'Cedric Diggory', 'Colin Creevey', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Gregory Goyle', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Neville Longbottom', 'Oliver Wood', 'Padma Patil', 'Pansy Parkinson', 'Parvati Patil', 'Peter Pettigrew', 'Rita Skeeter', 'Ronald Weasley', 'Seamus Finnigan', 'Sirius Black', 'Susan Bones', 'Terry Boot', 'Trevor', 'Vincent Crabbe', 'Zacharias Smith']",3,41,cho_chang
124,Penelope Clearwater,between 1 September 1976 and 31 August 1977,,Human,Muggle-born or Half-blood,Female,Blonde,,Non-corporeal,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[2, 3, 7]",3,,,,,19,Penelope Clearwater,Penelope_Clearwater,http://img4.wikia.nocookie.net/__cb20100806162957/harrypotter/images/4/4b/Pepe4.jpg,"['George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Percy Weasley', 'Pomona Sprout', 'Poppy Pomfrey', 'Rolanda Hooch', 'Ronald Weasley']",2,9,penelope_clearwater
125,Fleur Delacour,"Pre 30 October, 1977",,Human,Quarter-Veela,Female,Silvery-blonde,Dark blue,Non-corporeal,,"['Weasley family', 'Harry Potter', 'Order of the Phoenix']","[4, 5, 6, 7]",4,Rosewood,9.5,Veela hair,"In this wand the core is a hair from Fleur's grandmother, who was a Veela.",27,Fleur Delacour,Fleur_Delacour,http://img1.wikia.nocookie.net/__cb20101105044318/harrypotter/images/7/7d/FLEUR1.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Arthur Weasley', 'Bartemius Crouch Junior', 'Bellatrix Lestrange', 'Bill Weasley', 'Cedric Diggory', 'Charlie Weasley', 'Cho Chang', 'Crookshanks', 'Dean Thomas', 'Dobby', 'Elphias Doge', 'Fenrir Greyback', 'Fred Weasley', 'Gabrielle Delacour', 'Garrick Ollivander', 'George Weasley', 'Ginny Weasley', 'Griphook', 'Harry Potter', 'Hermione Granger', 'Katie Bell', 'Kingsley Shacklebolt', 'Lee Jordan', 'Lily Potter', 'Lord Voldemort', 'Luna Lovegood', 'Molly Weasley', 'Norberta', 'Nymphadora Tonks', 'Olympe Maxime', 'Percy Weasley', 'Poppy Pomfrey', 'Remus Lupin', 'Rita Skeeter', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Teddy Lupin', 'Viktor Krum', 'Xenophilius Lovegood']",3,44,fleur_delacour
126,Gabrielle Delacour,between 31 July 1985 and 30 July 1986,,Human,Quarter-Veela,Female,Silvery-blonde,,,,[],"[4, 5, 6, 7]",4,,,,,28,Gabrielle Delacour,Gabrielle_Delacour,http://img2.wikia.nocookie.net/__cb20100720153724/harrypotter/images/b/b8/GABRIE.jpg,"['Dobby', 'Fleur Delacour', 'Ginny Weasley', 'Harry Potter', 'Ronald Weasley']",0,5,gabrielle_delacour
127,Ariana Dumbledore,c. 1885,Late Summer 1899 (aged 14),Human,Half-blood,Female,Blonde,,,,[],[7],1,,,,,36,Ariana Dumbledore,Ariana_Dumbledore,http://img2.wikia.nocookie.net/__cb20120108013927/harrypotter/images/0/0e/Ariana_Dumbledore_Hog%27s_Head.jpg,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Bathilda Bagshot', 'Elphias Doge', 'Gellert Grindelwald', 'Harry Potter', 'Hermione Granger', 'Kendra Dumbledore', 'Percival Dumbledore', 'Rita Skeeter', 'Severus Snape']",0,11,ariana_dumbledore
128,Kendra Dumbledore,between Summer 1850 and Summer 1851,"Summer 1899 (aged 48), West Country, England, Great Britain",Human,Muggle-born,Female,Jet-black,Dark,,,[],[7],1,,,,,37,Kendra Dumbledore,Kendra_Dumbledore,http://img3.wikia.nocookie.net/__cb20110406191633/harrypotter/images/7/7c/Kendra_Dumbledore.png,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Ariana Dumbledore', 'Bathilda Bagshot', 'Elphias Doge', 'Gellert Grindelwald', 'Harry Potter', 'Percival Dumbledore']",0,8,kendra_dumbledore
129,Marjorie Dursley,Pre 1954,,Human,Muggle,Female,Grey,,,,[],"[1, 3, 5]",3,,,,,40,Marjorie Dursley,Marge,http://img4.wikia.nocookie.net/__cb20090724121442/harrypotter/images/e/e6/Marge-glass2.jpg,"['Dudley Dursley', 'Harry Potter', 'James Potter', 'Petunia Dursley', 'Vernon Dursley']",0,5,marjorie_dursley
130,Petunia Dursley,Pre 1960,Between 1999 and 2020 (aged at least 38),Human,Muggle,Female,Blonde,,,,[],"[1, 2, 3, 4, 5, 6, 7]",7,,,,,41,Petunia Dursley,Petunia_Dursley,http://img1.wikia.nocookie.net/__cb20130829001731/harrypotter/images/5/56/Petunia_Dursley.jpg,"['Albus Dumbledore', 'Dedalus Diggle', 'Dobby', 'Dudley Dursley', 'Harry Potter', 'James Potter', 'Lily Potter', 'Lord Voldemort', 'Marjorie Dursley', 'Minerva McGonagall', 'Molly Weasley', 'Nagini', 'Rubeus Hagrid', 'Severus Snape', 'Sirius Black', 'Vernon Dursley']",0,16,petunia_dursley
131,Marietta Edgecombe,c. 1978-1982,,Human,Pure-blood or Half-blood,Female,Reddish-blonde,,,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'British Ministry of Magic']","[5, 6]",2,,,,,43,Marietta Edgecombe,Marietta_Edgecombe,http://img4.wikia.nocookie.net/__cb20111210014601/harrypotter/images/4/44/Marietta_Edgecombe.png,"['Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Argus Filch', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Cornelius Fudge', 'Dean Thomas', 'Dobby', 'Dolores Umbridge', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Katie Bell', 'Kingsley Shacklebolt', 'Lee Jordan', 'Luna Lovegood', 'Parvati Patil', 'Poppy Pomfrey', 'Ronald Weasley', 'Seamus Finnigan', 'Susan Bones']",3,25,marietta_edgecombe
132,Fat Lady,Great Britain or Ireland,1960s or earlier,Portrait,,Female,Black,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,159,Fat Lady,Fat_Lady,http://img1.wikia.nocookie.net/__cb20130708173732/harrypotter/images/f/f5/FatLady.png,"['Argus Filch', 'Arthur Weasley', 'Fluffy', 'Harry Potter', 'Hermione Granger', 'Minerva McGonagall', 'Molly Weasley', 'Peeves', 'Rolanda Hooch', 'Seamus Finnigan', 'Severus Snape', 'Sir Cadogan', 'Sirius Black']",2,13,fat_lady
133,Arabella Figg,,,Human,Squib,Female,Grizzled grey flyaway hair,,,,"['Albus Dumbledore', 'Order of the Phoenix']","[1, 4, 5, 6]",4,,,,,45,Arabella Figg,Arabella_Figg,http://img4.wikia.nocookie.net/__cb20080102062404/harrypotter/images/8/82/Figg.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Amelia Bones', 'Argus Filch', 'Cornelius Fudge', 'Dolores Umbridge', 'Dudley Dursley', 'Harry Potter', 'Mundungus Fletcher', 'Nymphadora Tonks', 'Remus Lupin', 'Ronald Weasley', 'Severus Snape', 'Sirius Black']",2,14,arabella_figg
134,Hermione Granger,"19 September, 1979",,Human,Muggle-born,Female,Brown,Brown,Otter,Gryffindor,"['Weasley family', 'Potter family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Slug Club', ""Dumbledore's Army"", 'Order of the Phoenix', 'British Ministry of Magic', 'Department of Magical Law Enforcement']","[1, 2, 3, 4, 5, 6, 7]",7,Vine,10.75,Dragon heartstring,This wand was confiscated when the trio was captured by Snatchers in 1998.,59,Hermione Granger,Hermione_Granger,http://img2.wikia.nocookie.net/__cb20101104204648/harrypotter/images/4/41/Hermionedhface.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Alice Longbottom', 'Alicia Spinnet', 'Amos Diggory', 'Amycus Carrow', 'Angelina Johnson', 'Antonin Dolohov', 'Aragog', 'Argus Filch', 'Ariana Dumbledore', 'Arthur Weasley', 'Augusta Longbottom', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bathilda Bagshot', 'Bellatrix Lestrange', 'Bill Weasley', 'Bloody Baron', 'Buckbeak', 'Cedric Diggory', 'Charity Burbage', 'Charlie Weasley', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Crookshanks', 'Cuthbert Binns', 'Dean Thomas', 'Dirk Cresswell', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Fat Lady', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Fleur Delacour', 'Fluffy', 'Frank Longbottom', 'Fred Weasley', 'Garrick Ollivander', 'Gellert Grindelwald', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Grawp', 'Gregory Goyle', 'Griphook', 'Hannah Abbott', 'Harry Potter', 'Hedwig', 'Helena Ravenclaw', 'Helga Hufflepuff', 'Horace Slughorn', 'Ignotus Peverell', 'Igor Karkaroff', 'Irma Pince', 'James Potter', 'Justin Finch-Fletchley', 'Katie Bell', 'Kingsley Shacklebolt', 'Kreacher', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Lord Voldemort', 'Lucius Malfoy', 'Ludovic Bagman', 'Luna Lovegood', 'Madam Rosmerta', 'Marietta Edgecombe', 'Mary Cattermole', 'Michael Corner', 'Millicent Bulstrode', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Mrs. Norris', 'Mundungus Fletcher', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nicolas Flamel', 'Norberta', 'Nymphadora Tonks', 'Padma Patil', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Penelope Clearwater', 'Percy Weasley', 'Peter Pettigrew', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Reginald Cattermole', 'Regulus Black', 'Remus Lupin', 'Rita Skeeter', 'Rolanda Hooch', 'Romilda Vane', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Septima Vector', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Sybill Trelawney', 'Ted Tonks', 'Terry Boot', 'Theodore Nott', 'Trevor', 'Viktor Krum', 'Vincent Crabbe', 'Wilhelmina Grubbly-Plank', 'Winky', 'Xenophilius Lovegood', 'Zacharias Smith']",9,125,hermione_granger
